pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,pl_bmasse_refname,pl_semimajoraxis,pl_semimajoraxiserr1,pl_semimajoraxiserr2,pl_aor,pl_aorerr1,pl_aorerr2,pl_tsm,pl_tsmerr1,pl_tsmerr2
K2-321 b,K2-321,1,1,1,Transit,2020,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,2.298,0.001,-0.001,0.0,0.041,0.0035,-0.0048,0.0,1.95,0.1,-0.12,0.0,0.174,0.009,-0.011,0.0,,,,,,,,,,,,,,81.00919696307682,,,,701.0,45.0,-30.0,0.0,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3855.0,65.0,-65.0,0.0,0.58,0.02,-0.02,0.0,0.6,0.03,-0.03,0.0,,,,,,4.68,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h25m37.32s,156.4054989,+02d30m49.98s,2.5138829,77.6888,0.32415,-0.32415,13.677,0.047,-0.047,10.462,0.027,-0.027,9.567,0.021,-0.021,12.8241,0.000648,-0.000648,2020-09-09,2020-12,2020-09-09 17:06:00,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,0.028749194906298264,0.00048373796518521445,-0.0004817079412783483,10.660554112671665,0.4234325190208743,-0.37930424551624675,41.829193903717126,7.871657214992844,-6.970753916689667
K2-322 b,K2-322,1,1,1,Transit,2020,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,8.205,0.003,-0.003,0.0,0.0594,0.0174,-0.0221,0.0,1.92,0.29,-0.18,0.0,0.171,0.026,-0.016,0.0,,,,,,,,,,,,,,20.47418480790132,,,,635.0,165.0,-78.0,0.0,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,4141.0,96.0,-96.0,0.0,0.6,0.01,-0.01,0.0,0.63,0.03,-0.03,0.0,,,,,,4.68,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h26m29.45s,156.6226981,+04d45m50.47s,4.7640203,123.415,0.315,-0.315,13.963,0.103,-0.103,11.194,0.023,-0.023,10.413,0.021,-0.021,13.3108,0.000457,-0.000457,2020-09-09,2020-12,2020-09-09 17:06:01,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,0.06819057717228309,0.0010307180505814834,-0.0010044439192718468,24.445834991980234,0.5413471411101085,-0.5612648498253563,19.631921304928326,8.703749749831275,-6.272413472588131
K2-323 b,K2-323,1,1,1,Transit,2020,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,24.93,0.006,-0.006,0.0,0.1275,0.0055,-0.0072,0.0,2.1,0.09,-0.11,0.0,0.187,0.008,-0.01,0.0,,,,,,,,,,,,,,3.019340999534005,,,,318.0,24.0,-43.0,0.0,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3710.0,118.0,-118.0,0.0,0.55,0.02,-0.02,0.0,0.48,0.09,-0.09,0.0,,,,,,4.63,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h37m41.04s,159.4209874,+06d17m09.13s,6.2858689,118.318,0.553,-0.548,14.935,0.114,-0.114,11.648,0.023,-0.023,10.789,0.021,-0.021,14.0693,0.00053,-0.00053,2020-09-09,2020-12,2020-09-09 17:06:02,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,0.13057244257571649,0.007954849555801835,-0.008646037104251728,51.05119281702828,3.7456713352096287,-3.870930934581935,12.957585993940999,2.3392190684002827,-1.866581910032437
K2-324 b,K2-324,1,1,1,Transit,2020,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,3.262,0.001,-0.001,0.0,0.0331,0.0037,-0.0066,0.0,2.43,0.15,-0.13,0.0,0.217,0.013,-0.012,0.0,,,,,,,,,,,,,,38.75780524715603,,,,707.0,83.0,-38.0,0.0,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3752.0,57.0,-57.0,0.0,0.51,0.01,-0.01,0.0,0.52,0.04,-0.04,0.0,,,,,,4.74,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h30m29.33s,157.6222171,+06d51m49.22s,6.8636732,136.667,1.618,-1.581,15.223,0.206,-0.206,12.092,0.026,-0.026,11.237,0.026,-0.026,14.5172,0.001151,-0.001151,2020-09-09,2020-12,2020-09-09 17:06:02,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,0.03464263818678957,0.000854578396609261,-0.0008567300748546225,14.614900189648708,0.42278733119655065,-0.4750419319339354,28.71247188171028,5.147321113218865,-4.558408831933221
K2-325 b,K2-325,1,1,1,Transit,2020,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,6.93,0.004,-0.003,0.0,0.0419,0.0046,-0.0058,0.0,2.2,0.14,-0.15,0.0,0.196,0.012,-0.013,0.0,,,,,,,,,,,,,,4.477506035846008,,,,423.0,33.0,-21.0,0.0,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3287.0,67.0,-67.0,0.0,0.3,0.01,-0.01,0.0,0.27,0.01,-0.01,0.0,,,,,,4.84,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h35m40.07s,353.9169507,-07d41m12.20s,-7.6867213,111.638,1.029,-1.011,17.77,0.2,-0.2,13.177,0.026,-0.026,12.352,0.028,-0.028,16.137,0.001181,-0.001181,2020-09-09,2020-12,2020-09-09 17:06:03,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,0.0459340963080862,0.0005933502028398971,-0.0005434401357545457,32.91126987927409,1.2170738535863848,-1.0515608687245894,25.721575838953775,5.436617476603324,-5.034630502746733
K2-326 b,K2-326,1,1,1,Transit,2020,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,1.256,0.001,-0.002,0.0,0.0198,0.0036,-0.0041,0.0,2.28,0.18,-0.18,0.0,0.203,0.016,-0.016,0.0,,,,,,,,,,,,,,306.946639366002,,,,1114.0,138.0,-90.0,0.0,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3924.0,51.0,-51.0,0.0,0.69,0.01,-0.01,0.0,0.51,0.05,-0.05,0.0,,,,,,4.46,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h26m26.94s,351.612262,+01d20m15.33s,1.3375909,282.308,3.378,-3.301,15.982,1.133,-1.133,12.977,0.024,-0.024,12.091,0.026,-0.026,15.0082,0.000761,-0.000761,2020-09-09,2020-12,2020-09-09 17:06:03,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,0.018196552687437743,0.0005401854111370744,-0.0006185498368982724,5.67076797963734,0.19890060827362888,-0.19944558698039572,15.809888480645204,4.134938835801906,-3.3089564020602253
K2-329 b,K2-329,1,1,1,Transit,2020,K2,Published Confirmed,0,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,12.4551225,3.1e-06,-3.1e-06,0.0,0.1016,0.0018,-0.0019,0.0,8.676,0.291,-0.269,0.0,0.774,0.026,-0.024,0.0,82.6358,6.3566,-6.99226,0.0,0.26,0.02,-0.022,0.0,Mass,0.0697,0.041,-0.04,0.0,45.7,2.2,-1.6,0.0,650.0,53.0,-70.0,0.0,0.0,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,,5282.0,40.0,-39.0,0.0,0.82,0.03,-0.02,0.0,0.9,0.05,-0.05,0.0,0.098,0.065,-0.07,0.0,[Fe/H],4.57,0.01,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h24m32.49s,351.1353785,-05d09m50.92s,-5.1641451,233.237,2.293,-2.249,12.697,0.08,-0.08,11.174,0.023,-0.023,10.668,0.023,-0.023,12.4462,0.000349,-0.000349,2020-11-13,2021-02,2020-11-19,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,0.10150442322141136,0.0018864527678003062,-0.001817332519342671,26.628435504086593,1.011862656148658,-0.9514867080034897,57.306296946867256,7.554396152769762,-7.360496487751398
K2-33 b,K2-33,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=MANN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...61M/abstract target=ref>Mann et al. 2016</a>,5.424865,3.5e-05,-3.1e-05,0.0,,,,,5.04,0.34,-0.37,0.0,0.45,0.03,-0.033,0.0,1175.971,,,1.0,3.7,,,1.0,Mass,0.0,,,0.0,62.88726748658183,,,,783.791052485458,,,,0.0,<a refstr=MANN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...61M/abstract target=ref>Mann et al. 2016</a>,M3.3,3540.0,70.0,-70.0,0.0,1.05,0.07,-0.07,0.0,0.56,0.09,-0.09,0.0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m14.73s,242.5613635,-19d19m09.78s,-19.3193831,139.268,1.532,-1.499,15.838,0.126,-0.126,11.095,0.023,-0.023,10.026,0.019,-0.019,14.157,0.0009,-0.0009,2016-07-06,2016-09,2016-06-23,<a refstr=MANN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...61M/abstract target=ref>Mann et al. 2016</a>,0.049738412871659025,0.002503543743749982,-0.0028223678652809087,10.147129960820603,0.9878534637703176,-0.8191394854888667,,,
K2-330 b,K2-330,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,13.774798,2.8e-05,-2.8e-05,0.0,,,,,2.77,0.14,-0.09,0.0,0.247,0.012,-0.008,0.0,,,,,,,,,,,,,,210.5992953649782,,,,969.0,9.0,-9.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,6232.0,33.0,-39.0,0.0,1.5,0.03,-0.03,0.0,1.23,0.02,-0.02,0.0,-0.03,0.03,-0.03,0.0,[Fe/H],4.18,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h27m35.24s,126.8968265,+11d40m02.69s,11.6674131,160.125,1.517,-1.489,9.608,0.004,-0.004,8.668,0.027,-0.027,8.412,0.023,-0.023,9.51275,0.000244,-0.000244,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.12047954213329065,0.0005983782097435386,-0.0006446935507740531,17.274832307441816,0.3278048391680848,-0.34059703602343916,29.328765325731716,3.960878462688733,-3.38447232071071
K2-331 b,K2-331,1,1,2,Transit,2021,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,9.398977,0.001506,-0.001348,0.0,,,,,1.79,0.14,-0.1,0.0,0.16,0.012,-0.009,0.0,,,,,,,,,,,,,,161.40777674491693,,,,909.0,14.0,-14.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5994.0,93.0,-91.0,0.0,1.06,0.03,-0.02,0.0,1.1,0.03,-0.04,0.0,0.08,0.08,-0.08,0.0,[Fe/H],4.43,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m57.03s,132.7376431,+13d10m12.97s,13.170269,211.43,1.759,-1.731,11.305,0.029,-0.029,10.159,0.021,-0.021,9.804,0.016,-0.016,11.1945,0.00077,-0.00077,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.08995974298940851,0.0009430876980005554,-0.0009563581666068854,18.268623293338056,0.4704158061972272,-0.4570460423785754,15.52929498613386,3.408183142128429,-3.1005638188723665
K2-331 c,K2-331,1,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,22.996591,0.001848,-0.001859,0.0,,,,,2.72,0.14,-0.1,0.0,0.243,0.012,-0.009,0.0,,,,,,,,,,,,,,48.95690521593944,,,,673.0,12.0,-11.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5994.0,93.0,-91.0,0.0,1.06,0.03,-0.02,0.0,1.1,0.03,-0.04,0.0,0.08,0.08,-0.08,0.0,[Fe/H],4.43,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m57.03s,132.7376431,+13d10m12.97s,13.170269,211.43,1.759,-1.731,11.305,0.029,-0.029,10.159,0.021,-0.021,9.804,0.016,-0.016,11.1945,0.00077,-0.00077,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.16330134918130387,0.0017845846040128177,-0.001586682192348532,33.18982237506444,0.8637890237120658,-0.8433487244290419,19.63325370149098,2.928044903157506,-2.816674182127713
K2-332 b,K2-332,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,17.70632,6.3e-05,-6.3e-05,0.0,,,,,2.2,0.19,-0.15,0.0,0.196,0.017,-0.013,0.0,,,,,,,,,,,,,,1.1551851984702275,,,,266.0,5.0,-8.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,3315.0,137.0,-152.0,0.0,0.28,0.02,-0.01,0.0,0.27,0.01,-0.02,0.0,0.09,0.15,-0.17,0.0,[Fe/H],4.97,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h03m31.98s,135.8832666,+14d15m01.80s,14.2504994,123.202,1.409,-1.379,,,,13.501,0.024,-0.024,12.638,0.026,-0.026,16.4791,0.001002,-0.001002,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.08591011393256093,0.0015911606256206884,-0.0016707354169465671,66.16821057350515,3.938017770324791,-4.097652166891578,18.094035519946992,4.943436088648994,-4.1505260474307395
K2-333 b,K2-333,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,14.759287,0.000243,-0.00024,0.0,,,,,6.18,0.28,-0.25,0.0,0.551,0.025,-0.022,0.0,,,,,,,,,,,,,,111.19524808791967,,,,826.0,14.0,-17.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5880.0,85.0,-82.0,0.0,1.22,0.05,-0.05,0.0,1.06,0.04,-0.04,0.0,0.07,0.07,-0.07,0.0,[Fe/H],4.29,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h07m09.43s,136.7892752,+15d12m20.44s,15.2056765,343.99,5.233,-5.08,12.073,0.092,-0.092,10.941,0.023,-0.023,10.596,0.024,-0.024,11.9866,0.000194,-0.000194,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.12009079133689565,0.0015153477242288993,-0.0014561132640594082,21.174141337497417,0.895313293726705,-0.876898332233516,33.740565899489695,5.228175611872118,-4.937700056037144
K2-334 b,K2-334,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,5.113981,6.1e-05,-6.2e-05,0.0,,,,,5.65,0.36,-0.28,0.0,0.504,0.032,-0.025,0.0,,,,,,,,,,,,,,862.9864725463189,,,,1380.0,34.0,-30.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,6502.0,132.0,-130.0,0.0,1.49,0.07,-0.06,0.0,1.36,0.05,-0.05,0.0,0.17,0.1,-0.1,0.0,[Fe/H],4.22,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h05m57.46s,136.4894259,+16d19m31.85s,16.3255146,371.823,6.528,-6.31,11.842,0.028,-0.028,10.501,0.023,-0.023,10.234,0.023,-0.023,11.3479,0.000605,-0.000605,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.06438750001996597,0.0007019097444287831,-0.0007894750117874855,9.308445917098162,0.44873071660223296,-0.40815462199565467,41.520847488341545,8.066029868994612,-7.4846440253041
K2-335 b,K2-335,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,12.283211,5.1e-05,-5.1e-05,0.0,,,,,2.21,0.18,-0.14,0.0,0.197,0.016,-0.012,0.0,,,,,,,,,,,,,,191.66921387237826,,,,949.0,21.0,-26.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,6222.0,96.0,-91.0,0.0,1.33,0.07,-0.06,0.0,1.23,0.04,-0.04,0.0,0.1,0.05,-0.05,0.0,[Fe/H],4.28,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h37m33.52s,129.3896679,+16d31m19.43s,16.5220648,557.993,17.633,-16.602,12.556,0.114,-0.114,11.586,0.024,-0.024,11.281,0.02,-0.02,12.4741,0.000193,-0.000193,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.1116582374902153,0.001147755638974221,-0.0012180408488568217,18.140541266469082,0.9008627717081765,-0.9375154580394884,6.844035033289103,1.8319256692365382,-1.4033293990200386
K2-336 b,K2-336,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,21.194733,0.000108,-0.000107,0.0,,,,,1.22,0.09,-0.05,0.0,0.109,0.008,-0.004,0.0,,,,,,,,,,,,,,24.5642856954337,,,,569.0,15.0,-22.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5424.0,192.0,-144.0,0.0,0.8,0.01,-0.01,0.0,0.86,0.03,-0.05,0.0,-0.17,0.16,-0.2,0.0,[Fe/H],4.56,0.02,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h55m21.17s,133.8382032,+16d47m38.64s,16.7940663,239.289,2.71,-2.652,12.803,0.114,-0.114,11.291,0.022,-0.022,10.796,0.019,-0.019,12.5114,0.000183,-0.000183,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.14258592713592405,0.0022834344272727736,-0.0022355057943023726,38.28553108355806,0.8323651937610421,-0.7500862271139326,0.9297377648283381,0.16915734602204335,-0.15843591330302753
