pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,pl_bmasse_refname,pl_semimajoraxis,pl_semimajoraxiserr1,pl_semimajoraxiserr2,pl_aor,pl_aorerr1,pl_aorerr2,pl_tsm,pl_tsmerr1,pl_tsmerr2
TOI-4010 d,TOI-4010,1,1,4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,14.70886,3e-05,-3e-05,0.0,0.113,0.001,-0.001,0.0,6.18,0.14,-0.15,0.0,0.551,0.012,-0.013,0.0,38.15,3.27,-3.22,0.0,0.12003,0.01029,-0.01013,0.0,Mass,0.07,0.03,-0.03,0.0,30.0,1.0,-1.0,0.0,650.0,6.0,-6.0,0.0,0.0,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,K V,4960.0,36.0,-36.0,0.0,0.83,0.01,-0.01,0.0,0.88,0.03,-0.03,0.0,0.37,0.07,-0.07,0.0,[Fe/H],4.54,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.504,0.994,-0.982,12.291,0.069,-0.069,10.649,0.027,-0.027,10.157,0.021,-0.021,12.1216,0.000207,-0.000207,2023-06-27,2023-07,2023-06-27,<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,0.11267448150288903,0.0013083801022322622,-0.0013610523771789562,29.169533230282145,0.5077371855870041,-0.47519433885836193,49.778232713935715,6.046568720278792,-5.170926749060612
TOI-4087 b,TOI-4087,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.1774835,9.4e-07,-9.4e-07,0.0,0.04469,0.00048,-0.00054,0.0,13.047,0.28,-0.269,0.0,1.164,0.025,-0.024,0.0,232.01474,44.49598,-44.49598,0.0,0.73,0.14,-0.14,0.0,Mass,0.0,,,0.0,753.9,41.1,-33.8,0.0,1458.0,20.0,-17.0,0.0,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,6060.0,74.0,-67.0,0.0,1.11,0.02,-0.02,0.0,1.18,0.04,-0.04,0.0,0.237,0.079,-0.079,0.0,[Fe/H],4.42,0.01,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h31m42.19s,217.9257785,+83d22m21.74s,83.3727061,301.676,2.225,-2.193,12.107,0.023,-0.023,10.754,0.022,-0.022,10.436,0.025,-0.025,11.7064,0.000378,-0.000378,2023-02-27,2023-03,2023-02-27,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.04469580619090455,0.0005009103434959819,-0.000525165573552526,8.658083091496161,0.18583473101206138,-0.17713424832249558,-79.77984875477628,13.533829418288647,-19.96647779316004
TOI-411 b,HD 22946,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,4.040295,1.5e-05,-1.4e-05,0.0,0.05727,0.00085,-0.00082,0.0,1.362,0.04,-0.04,0.0,0.122,0.004,-0.004,0.0,13.71,,,1.0,0.04314,,,1.0,Mass,,,,,495.14,23.84,-23.22,0.0,1241.0,14.0,-14.0,0.0,0.0,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,,6169.0,64.0,-64.0,0.0,1.12,0.01,-0.01,0.0,1.1,0.04,-0.04,0.0,-0.08,0.04,-0.04,0.0,[Fe/H],4.47,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h39m16.69s,54.819538,-42d45m46.90s,-42.7630276,62.7792,0.1161,-0.1156,8.270001,0.03,-0.03,7.25,0.027,-0.027,6.981,0.029,-0.029,8.1281,0.000298,-0.000298,2023-07-10,2023-06,2023-07-10,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,0.05126161137610466,0.0006057526547346148,-0.0006316851060870557,9.84761115575002,0.13552573099563503,-0.1561701670698774,,,
TOI-411 c,HD 22946,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,9.573083,1.4e-05,-1.4e-05,0.0,0.1017,0.0015,-0.0014,0.0,2.328,0.038,-0.039,0.0,0.208,0.003,-0.003,0.0,9.72,,,1.0,0.03058,,,1.0,Mass,,,,,156.75,7.55,-7.35,0.0,931.0,11.0,-11.0,0.0,0.0,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,,6169.0,64.0,-64.0,0.0,1.12,0.01,-0.01,0.0,1.1,0.04,-0.04,0.0,-0.08,0.04,-0.04,0.0,[Fe/H],4.47,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h39m16.69s,54.819538,-42d45m46.90s,-42.7630276,62.7792,0.1161,-0.1156,8.270001,0.03,-0.03,7.25,0.027,-0.027,6.981,0.029,-0.029,8.1281,0.000298,-0.000298,2023-07-10,2023-06,2023-07-10,<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,0.09110983227298397,0.0010567594362859284,-0.001151439599587925,17.486002634273532,0.27692839571842853,-0.26964077794572816,,,
TOI-4127 b,TOI-4127,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GUPTA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..234G/abstract target=ref>Gupta et al. 2023</a>,56.39879,0.0001,-0.0001,0.0,0.3081,0.0055,-0.0058,0.0,12.285,0.437,-0.359,0.0,1.096,0.039,-0.032,0.0,731.00534,34.96112,-34.96112,0.0,2.3,0.11,-0.11,0.0,Mass,0.7471,0.0078,-0.0086,0.0,22.3,1.5,-1.5,0.0,605.0,10.0,-8.0,0.0,0.0,<a refstr=GUPTA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..234G/abstract target=ref>Gupta et al. 2023</a>,F V,6096.0,115.0,-115.0,0.0,1.29,0.05,-0.05,0.0,1.23,0.07,-0.07,0.0,0.14,0.12,-0.12,0.0,[Fe/H],4.26,0.14,-0.14,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h01m37.09s,105.4045516,+72d24m53.75s,72.4149297,319.632,3.351,-3.283,11.441,0.01,-0.01,10.538,0.023,-0.023,10.245,0.016,-0.016,11.4122,0.000533,-0.000533,2023-06-12,2023-06,2023-06-12,<a refstr=GUPTA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..234G/abstract target=ref>Gupta et al. 2023</a>,0.30841219515214063,0.005623617616663301,-0.005632937684943384,51.45706964343104,2.181491975355229,-2.2961897047869044,-7.11636798979661,0.8681510019511052,-0.900416645902939
TOI-4137 b,TOI-4137,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,3.8016122,6.5e-06,-6.5e-06,0.0,0.05222,0.00089,-0.00096,0.0,13.574,0.448,-0.437,0.0,1.211,0.04,-0.039,0.0,457.67291,54.03083,-47.67426,0.0,1.44,0.17,-0.15,0.0,Mass,0.0,0.048,-0.052,0.0,1013.0,68.0,-60.0,0.0,1570.0,25.0,-24.0,0.0,0.0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,6202.0,94.0,-90.0,0.0,1.44,0.04,-0.04,0.0,1.31,0.07,-0.07,0.0,0.182,0.083,-0.085,0.0,[Fe/H],4.24,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h10m27.09s,77.612879,+70d23m27.88s,70.391079,334.993,3.313,-3.25,11.31,0.009,-0.009,10.314,0.023,-0.023,10.004,0.022,-0.022,11.2468,0.00046,-0.00046,2022-08-29,2022-08,2022-08-29,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,0.05220615309606566,0.0009889612048704366,-0.0009496888924532682,7.806062747902233,0.2543360753479966,-0.257953298317255,-35.99845865358311,5.098078673445933,-5.940297023353629
TOI-4145 A b,TOI-4145 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.0664428,5.8e-06,-5.8e-06,0.0,0.04823,0.00075,-0.00079,0.0,13.305,0.359,-0.347,0.0,1.187,0.032,-0.031,0.0,136.66622,41.31769,-41.31769,0.0,0.43,0.13,-0.13,0.0,Mass,0.0,,,0.0,223.0,16.0,-13.0,0.0,1074.0,19.0,-16.0,0.0,0.0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5281.0,86.0,-76.0,0.0,0.86,0.02,-0.02,0.0,0.91,0.04,-0.04,0.0,0.168,0.084,-0.087,0.0,[Fe/H],4.53,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h37m43.14s,39.4297435,+80d16m02.58s,80.2673838,205.387,1.197,-1.184,12.084,0.025,-0.025,10.775,0.023,-0.023,10.286,0.021,-0.021,12.0572,0.000263,-0.000263,2023-02-27,2023-03,2023-02-27,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.04835519326825244,0.0006485632272194425,-0.0007487145461249692,12.057422699023245,0.3446269285534722,-0.29199826163904774,-176.06407511954052,43.39492893092961,-86.828167089859
TOI-4184 b,TOI-4184,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230615095B/abstract target=ref>Barkaoui et al. 2023</a>,4.9019804,5.2e-06,-5.2e-06,0.0,0.0336,0.0015,-0.0015,0.0,2.43,0.21,-0.21,0.0,0.217,0.019,-0.019,0.0,,,,,,,,,,,,,,4.8,0.4,-0.4,0.0,412.0,8.0,-8.0,0.0,0.0,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230615095B/abstract target=ref>Barkaoui et al. 2023</a>,M5.5+/-0.5,3238.0,48.0,-49.0,0.0,0.23,0.01,-0.01,0.0,0.21,0.03,-0.03,0.0,-0.27,0.09,-0.09,0.0,[Fe/H],5.01,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h55m18.83s,43.8284749,-79d24m52.93s,-79.4147039,69.3649,0.3243,-0.3215,17.12,0.2,-0.2,12.617,0.023,-0.023,11.867,0.025,-0.025,15.5939,0.000791,-0.000791,2023-07-25,2023-06,2023-07-25,<a refstr=BARKAOUI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230615095B/abstract target=ref>Barkaoui et al. 2023</a>,0.03357680850059872,0.0014567393236351103,-0.0017505004033840366,31.40360845045629,2.057909083235984,-2.0267102992445487,65.44974369680845,18.315579970149756,-16.94135137730835
TOI-421 b,TOI-421,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,5.19672,0.00049,-0.00049,0.0,0.056,0.0018,-0.0018,0.0,2.68,0.19,-0.18,0.0,0.239,0.017,-0.016,0.0,7.17,0.66,-0.66,0.0,0.02256,0.00208,-0.00208,0.0,Mass,0.163,0.082,-0.071,0.0,154.57,10.53,-9.73,0.0,981.0,16.0,-16.0,0.0,0.0,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,G9 V,5325.0,78.0,-58.0,0.0,0.87,0.01,-0.01,0.0,0.85,0.03,-0.02,0.0,-0.02,0.05,-0.05,0.0,[Fe/H],4.49,0.03,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969,0.2041,-0.2029,9.931,0.006,-0.006,8.547,0.02,-0.02,8.071,0.018,-0.018,9.77776,0.000189,-0.000189,2020-10-01,2020-09,2020-10-08,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,0.05563174326481759,0.000501376135677932,-0.0005363248660574249,13.74774265718299,0.22441608289986092,-0.19414713457264376,89.83117007697327,21.028870897841117,-18.192702172741747
TOI-421 c,TOI-421,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,16.06819,0.00035,-0.00035,0.0,0.1189,0.0039,-0.0039,0.0,5.09,0.16,-0.15,0.0,0.454,0.014,-0.013,0.0,16.42,1.06,-1.04,0.0,0.05166,0.00334,-0.00327,0.0,Mass,0.152,0.042,-0.042,0.0,34.32,2.34,-2.16,0.0,674.0,11.0,-11.0,0.0,0.0,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,G9 V,5325.0,78.0,-58.0,0.0,0.87,0.01,-0.01,0.0,0.85,0.03,-0.02,0.0,-0.02,0.05,-0.05,0.0,[Fe/H],4.49,0.03,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969,0.2041,-0.2029,9.931,0.006,-0.006,8.547,0.02,-0.02,8.071,0.018,-0.018,9.77776,0.000189,-0.000189,2020-10-01,2020-09,2020-10-08,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,0.11793304927088419,0.0012200395608928244,-0.0011411442742120664,29.168868112844336,0.4603857200838206,-0.45036863322134835,167.03562962441237,20.439150404414818,-17.84669349586585
TOI-4308 b,TOI-4308,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,9.151201,3.6e-05,-3.7e-05,0.0,,,,,2.419,0.119,-0.133,0.0,0.216,0.011,-0.012,0.0,,,,,,,,,,,,,,62.1712345011311,,,,763.0,,,0.0,0.0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,5243.0,126.0,-126.0,0.0,0.79,0.05,-0.05,0.0,0.9,0.11,-0.11,0.0,,,,,,4.59,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h51m00.74s,327.7530693,-43d33m44.51s,-43.5623642,108.932,0.642,-0.634,11.251,0.014,-0.014,9.634,0.023,-0.023,9.139,0.021,-0.021,10.8645,0.000232,-0.000232,2023-05-26,2023-01,2023-05-26,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,0.08282362509874344,0.003106848375634852,-0.003596901563589855,22.52956827410788,1.6588708950236466,-1.6971635848568027,41.03115067797839,8.606742154517534,-6.8142422911035965
TOI-431 b,TOI-431,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,0.490047,1e-05,-7e-06,0.0,0.0113,0.0002,-0.0003,0.0,1.28,0.04,-0.04,0.0,0.114,0.004,-0.004,0.0,3.07,0.35,-0.35,0.0,0.00966,0.0011,-0.0011,0.0,Mass,0.0,,,0.0,2118.593503314598,,,,1862.0,42.0,-42.0,0.0,0.0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,,4850.0,75.0,-75.0,0.0,0.73,0.02,-0.02,0.0,0.78,0.07,-0.07,0.0,0.2,0.05,-0.05,0.0,[Fe/H],4.6,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686,0.0312,-0.0311,9.12,0.03,-0.03,7.305,0.026,-0.026,6.723,0.021,-0.021,8.79171,0.000543,-0.000543,2021-08-16,2021-10,2021-08-16,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,0.011169344483803226,0.0003367537242994767,-0.0003429687605098677,3.2909332809713687,0.13463726393596565,-0.13204992126128445,16.053634584609497,2.4745016574391343,-2.1956391946568203
TOI-431 d,TOI-431,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,12.46103,2e-05,-2e-05,0.0,0.098,0.002,-0.002,0.0,3.29,0.09,-0.09,0.0,0.294,0.008,-0.008,0.0,9.9,1.53,-1.49,0.0,0.03115,0.00481,-0.00469,0.0,Mass,0.0,,,0.0,28.33300862755858,,,,633.0,14.0,-14.0,0.0,0.0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,,4850.0,75.0,-75.0,0.0,0.73,0.02,-0.02,0.0,0.78,0.07,-0.07,0.0,0.2,0.05,-0.05,0.0,[Fe/H],4.6,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686,0.0312,-0.0311,9.12,0.03,-0.03,7.305,0.026,-0.026,6.723,0.021,-0.021,8.79171,0.000543,-0.000543,2021-08-16,2021-10,2021-08-16,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,0.09687437781019478,0.00260315816089933,-0.0030524251923074314,28.524528399047,1.094542175412645,-1.1233291587700762,193.17932281233942,42.81757258697357,-30.740574839318214
TOI-4329 b,TOI-4329,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,2.9223,0.00015,-0.00015,0.0,,,,,16.813,2.13,-2.13,0.0,1.5,0.19,-0.19,0.0,143.02278,28.60456,-28.60456,0.0,0.45,0.09,-0.09,0.0,Mass,0.068,0.079,-0.079,0.0,2919.647539345864,,,,2045.9368605326886,,,,0.0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,6000.0,100.0,-100.0,0.0,2.31,0.03,-0.03,0.0,1.54,0.05,-0.05,0.0,0.29,0.06,-0.06,0.0,[Fe/H],3.9,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h58m15.34s,329.5639152,+71d07m53.78s,71.1316048,717.128,10.722,-10.416,12.724,0.092,-0.092,11.077,0.029,-0.029,10.63,0.028,-0.028,12.4747,0.000206,-0.000206,2022-03-16,2022-03,2022-03-16,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,0.04619711583230346,0.0004969427753552386,-0.0005207953674413943,4.301420649278568,0.07006044369150555,-0.07296023398172657,-78.98147373428088,27.194465996318748,-38.32839646525812
TOI-4342 b,TOI-4342,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,5.5382498,5.7e-06,-5.8e-06,0.0,0.05251,0.00011,-0.00011,0.0,2.266,0.038,-0.038,0.0,0.202,0.003,-0.003,0.0,,,,,,,,,,,,,,26.9,1.1,-1.0,0.0,634.0,6.0,-6.0,0.0,0.0,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,M0 V,3901.0,69.0,-69.0,0.0,0.6,0.01,-0.01,0.0,0.63,0.01,-0.01,0.0,,,,,,4.69,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h37m33.46s,324.3894196,-77d58m44.93s,-77.9791468,61.5204,0.1022,-0.1022,12.669,0.057,-0.057,9.832,0.024,-0.024,9.018,0.021,-0.021,11.9822,0.000382,-0.000382,2023-02-07,2023-01,2023-02-07,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,0.052530082682878995,0.00027400069439900004,-0.0002775006151233064,18.8017982091467,0.3253762177062427,-0.3208573839512603,48.55327009755114,2.9672505662510034,-3.071725375735241
TOI-4342 c,TOI-4342,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,10.688716,1.5e-05,-1.5e-05,0.0,0.0814,0.00017,-0.00017,0.0,2.415,0.043,-0.04,0.0,0.215,0.004,-0.004,0.0,,,,,,,,,,,,,,11.18,0.45,-0.44,0.0,509.0,5.0,-5.0,0.0,0.0,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,M0 V,3901.0,69.0,-69.0,0.0,0.6,0.01,-0.01,0.0,0.63,0.01,-0.01,0.0,,,,,,4.69,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h37m33.46s,324.3894196,-77d58m44.93s,-77.9791468,61.5204,0.1022,-0.1022,12.669,0.057,-0.057,9.832,0.024,-0.024,9.018,0.021,-0.021,11.9822,0.000382,-0.000382,2023-02-07,2023-01,2023-02-07,<a refstr=TEY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230101370T/abstract target=ref>Tey et al. 2023</a>,0.0814058467346047,0.0004569519661597188,-0.000465028307221671,29.180630704126614,0.4869854619926457,-0.4955553321967763,42.25378725525421,2.7015081624131767,-2.622563523963649
